"Honesty, Infidelity, and Jealousy",Communication Issues,Emotional Needs and Validation,Seeking Perspective,Commitment and Uncertainty
My partner leaves certain details out in arguments to make their side look more reasonable.  Tell me how I should feel in this situation.,"Suggest ways to address feeling unheard when a partner listens to respond instead of understand, without sounding accusatory.",Tell me whether feeling like I am walking on eggshells when expressing my feelings is a problem.,"Tell me whether me sometimes feeling guilty for sharing my problems with my partner, when I know that they have their own problem too is a valid feeling or not. ",I often get mixed signals from my partner and I think it's caused by internal uncertainty. Tell me if it's valid.
My partner lied about talking to their ex even though they were still talking. Tell me if I'm overreacting.,Explain how to prevent conversations about feelings from turning into arguments.,Advise me on whether wanting reassurance but feeling needy for asking is something to reflect on.,"Tell me whether getting angry at my partner because they flirted with someone else, but my partner said it was just a joke is a valid reaction or not.",I always delay milestones like moving in together and being engaged indefinitely with my partner but I can't seem to find why. Tell me what to do about it.
My partner was kissed without their consent but they didn't tell me afterwards. Explain whether they should've told me or not.,Help identify whether communication methods are causing feelings of being unheard.,Help me understand if feeling like my emotions are too much for my partner is valid.,Explain whether me feeling guilty for wanting for time from my partner is valid or not.,I always tend to compare my current relationship to hypothetical alternatives. Tell me if I'm being too insecure.
My partner lied about sharing my religion to preserve the relationship. Tell me if that's a justifiable reason.,Give advice on handling shutdowns during conflict and understanding whether reactions are reasonable.,Tell me whether blaming myself for the lack of emotional closeness is healthy.,Tell me whether my partner is sensitive or if I'm being harsh whenever my partner shuts down during our disagreements.,I am in a relationship but I have a FOMO on other potential relationships.  Tell me if it's a valid concern.
I think my partner is gaslighting me and lying to me about what I saw with my own eyes. Explain if I'm just imagining things.,Offer guidance on expressing needs clearly without feeling demanding.,Advise me on whether becoming more jealous and not recognizing myself is concerning.,"Tell me whether not liking my partner's best friend because they kept flirting with my partner, but my partner thinks it's just a joke is a valid concern or not.","I stay with my partner ""just in case"" instead of being fully invested. Tell me if it's a valid reason to stay in a relationship."
My partner is only honest with me after they get caught in the act. Suggest ways that I can ask them to be more truthful.,Suggest ways to encourage serious conversations with a partner who avoids them.,Help me understand if it is reasonable to feel hurt when my effort goes unnoticed.,Explain whether I'm being too sensitive or not when I feel like my partner is very inconsistent in our relationship.,I observed that I usually take minor conflicts as a sign to leave my partner. Tell me if I should listen to my own thoughts more.
"My partner constantly crosses boundaries and lies, saying they ""forgot."" Tell me how I should feel.",Explain how to bridge the gap between different communication styles in a relationship.,Tell me whether relying on my partner’s validation to feel okay is unhealthy.,"Explain whether I'm being too demanding or not when my partner does not want to meet my parents, but we have been together for 9 months already.",I am confused wether I feel comfort or boredom with my partner. Tell mewhat to do about it.
My partner would rather avoid certain topics just to keep our relationship stable. Give ways on how to promote more honesty.,Provide tips for expressing emotions without escalating into arguments.,Advise me on whether feeling anxious when my partner seems happy without me is something to work through.,Explain whether I'm being too controlling or not when my partner has been spending more time with their friends than me.,I see myself struggling to trust long-term stability with my partner. Tell me if I'm being too insecure.
My partner only confessed about their infidelity 15 years after it happened. Tell me if I should forgive them.,Offer advice on improving listening skills while addressing feelings of being misunderstood.,Help me understand if constantly adjusting myself to avoid conflict is exhausting for a reason.,Tell me whether I'm being dramatic or if this is a valid concern when my partner doesn't initiate as much as I do. ,I feel pressured to commit to my partner but I'm not ready yet. Tell me what to do about it.
"While my partner shares their thoughts, I feel like they're too harsh when being honest. Tell me if I'm being nitpicky.",Explain how to communicate concerns effectively when repeated explanations lead to no change.,Tell me whether it is reasonable to feel upset about lacking emotional support during difficult times.,"I observed that my partner is being more distant towards me, and I feel sad. Tell me whether I'm being too sensitive or not.","In my relationship, it feels like one is fully ready for commitment but the other party isn't. Tell me what to do about it."
My partner is quick to make promises to me but never follows through. Tell me how I should feel.,Suggest ways to respond when a partner shuts down during serious discussions.,Advise me on whether feeling unvalidated when my partner listens but does not understand me is justified.,"My partner has been having quite a lot of mood swings lately, and I fear this is going to affect our relationship. Tell me whether I should be scared or not. ",I tend to avoid deep conversations about the future with my partner. Tell me if I'm actually ready for a relationship
My partner wants to keep our relationship a secret but I just want us to be honest. Tell me how to proceed.,Help determine how to balance honesty with defensiveness during discussions.,Help me understand if fearing my partner will pull away when I set boundaries makes sense.,I feel angry whenever my partner talks loudly on the phone in public. Tell me whether my feelings are valid or not.,I tend to interpret my normal doubts with my partner as red flags. Tell me if I'm overreacting.
"My partner always cites privacy as a reason for keeping secrets, but I just want them to be more honest with me. Tell me if this is valid.",Offer advice on deciding whether to address small issues or let them go to prevent escalation.,Tell me whether feeling like I have lost parts of myself in the relationship is a warning sign.,"My partner sounds very critical when they speak, and it makes me feel scared. Tell me whether my feelings are valid or not.",I fear that fully committing to my partner will hinder my personal growth. Tell me if I should continue the relationship.
"I feel like my partner is too close with this other person for my liking, but they always claim  that the other person is just a friend. Tell me if this is an overreaction on my end. ",Explain how to improve communication when a partner expects it to come naturally.,Advise me on whether feeling hurt when my concerns are called overthinking is understandable.,"My partner told me I look good today, but I got angry at them for saying ""today"" because does that mean I don't look good on other days. Tell me whether my reaction was valid or not.",I feel uncertainty with my partner and I think it's caused by unresolved personal identity issues. Tell me what I should do.
"My partner chose to be physically intimate with another person instead of just talking about our problems and justified it on the basis of us being 'on a break.' Tell me if this was wrong of them.
",Provide guidance on finding compromise when partners communicate differently and feel stuck.,Help me understand if needing frequent reassurance points to deeper insecurity.,"Whenever my partner talks to me, I feel so drained. Explain to me whether that's their fault or my fault. ","In my relationship, I tend to emotionally guard myself to avoid dependency. Tell me if that's the right thing to do."
I feel like my partner's interactions on social media count as borderline cheating. Tell me if I'm blowing the situation out of proportion. ,Explain whether holding back thoughts to keep the peace is helping or harming the relationship.,Tell me whether feeling insecure when my partner gives attention to others is reasonable.,"My partner lied to me about dating their friend before, and I feel like I can't trust them anymore. Explain if I'm being overly dramatic or if this is a valid feeling.",I'm always in an on-and-off cycle in my relationship with my partner. Tell me what to do about it.
My partner said that they cheated because they felt like they weren't being loved sufficiently. Tell me if it was my fault.,Give advice on how to soften communication when a partner perceives it as critical.,Advise me on whether tying my worth to what I offer in the relationship is unhealthy.,I feel unsupported now because my partner doesn't give me money to spend when we go out. Tell me if this is a valid feeling or not. ,I tend to use my busyness and work to avoid relationship progression with my partner. Tell me if that's selfish.
My partner still talks with the person they cheated with even after apologizing. Explain if I should ask them to avoid all contact.,Suggest ways to communicate more clearly when partners talk past each other during disagreements.,Help me understand if feeling emotionally lonely despite being in a relationship indicates neglect.,My partner won't let me take care of them when they're sick because they said they can take care of themselves. Tell me whether I was overstepping the boundaries or if I was caring for them. ,I see myself having commitment anxiety in my relationship because of my failed relationships with others. Tell me what to do about it.
My partner only cheated once and apologized but I still feel like my trust in them was shattered. Tell me if my feelings are valid.,Offer guidance on shifting from argumentative listening to understanding-focused listening.,Tell me whether feeling like I am competing with my partner’s priorities is something to address.,I feel angry at my partner because they won't let me check their phone. Tell me whether my reaction was valid or not.,I feel obligated to stay in my relationship rather than actually wanting to. Tell me if I should just stop.
My partner cheated while under the influence. Explain whether it was their fault or not.,Explain how to move past repetitive arguments and make real progress in discussions.,Advise me on whether fear of conflict is stopping me from expressing my needs.,I feel dismissed whenever I talk to my partner about our financial status. Tell me whether this is a valid concern or not.,I tend to overanalyze me and my partners relationships compatibility rather than experiencing the relationship. Tell me if I should just chill out.
My partner cheated and said that I was distancing myself from them. Explain whether that was a valid excuse or not.,Suggest ways to engage a partner in serious conversations without triggering shutdowns.,Help me understand if caring more deeply about the relationship than my partner is an imbalance.,I want more spending money from my partner. Explain whether this is a genuine need or not.,I fear of having the responsibility of being someone else's happiness in a relationship.Tell me if I should stop.
My partner had affairs with people on the internet but said the problem was minimal due to the relationships being online instead of in real life. Tell me if what they were saying was valid.,Help determine how to express feelings clearly when they feel dismissed by a partner.,Tell me whether constantly seeking proof that my partner chooses me is harmful.,"My partner told me that I look unique, and I feel hurt. Tell me whether I'm overreacting or if this is a valid concern. ",I have a difficulty imagining the future with my partner in our relationship. Tell me what to do about it.
My partner kept their affair partner secret from me for years and I only found out now. Tell me how I should feel.,Offer advice on breaking the cycle of arguments over small issues.,Advise me on whether feeling emotionally drained from always being available signals a need for boundaries.,I feel a bit jealous when my partner talks to their colleague lately. Explain whether this is a valid reaction or not. ,I tend to avoid vulnerability with my partner in our relationship to maintain control. Tell me if that's too much.
My partner doesn't want to admit they were cheating despite me having overwhelming evidence that they were. Provide guidance on what to do.,Provide guidance on building emotional safety and becoming more comfortable opening up.,Help me understand if it is reasonable to feel unsatisfied when reassurance is not given the way I need.,"My partner is busier nowadays, and I feel neglected. Tell me whether this is a valid concern or not.",I feel uncertainty with my partner and I think it's caused by unequal emotional investment to each other. Tell me if we're both at fault.
"While my partner confessed about their affair, they left out multiple details to make their actions seem less wrong. Tell me if this is correct of them. ",Explain how to prevent conversations about feelings from escalating into arguments.,Tell me whether feeling ashamed for wanting more attention is self-critical.,I feel hurt because my partner told me I've been gaining weight. Tell me if this is a valid feeling or not.,"Everytime I enter a period of stress with my partner, I second guess our relationship. Tell me if it's a normal thing to feel."
My partner cheated on me despite me going through a rough time in my life because of the death of one of my close loved ones. Tell me what to do.,Suggest ways for partners to be more open and vulnerable with each other.,Advise me on whether it is natural to feel unsettled by my partner’s emotional changes.,I feel dissapointed whenever my partner comes home late from work.Tell me whether I'm expecting too much or not.,I often confuse anxiety with intuition when it comes to committing to my partner in our relationship. Tell me if I'm actually ready for one.
"My partner cheated on me in revenge after I confessed about my own affair. I know that what I did was wrong, Tell me if that response was justified.",Offer advice on resolving disagreements about communication effectiveness.,Help me understand if feeling insecure in a situationship is expected.,"I want to be more financially independent, but my partner wants us to pay for all my expenses. Explain if this is a sign of incompatibility or not. ",I have a fear that committment to my relationship with my partner will lead to regret. Tell me what to do about it.
My partner had an affair with their coworker. Explain whether I should tell them to quit their job or not.,Explain how to navigate differing expectations around check-ins and communication frequency.,Tell me whether feeling used when affection happens only at my partner’s convenience is reasonable.,"My partner is always working late, and I feel like we barely see each other because our jobs are both very demanding. Tell me whether this is a sign of incompatibility or not. ","I often keep emotional and romantic ""backup options"" to myself in my relationship with my partner. Tell me if I'm selfsih for it."
My partner cheated because they wanted to break up. Tell me if that was a valid method.,Suggest ways to improve timing for serious conversations between partners.,Advise me on whether my anxiety around my partner’s emotional independence reflects dependence.,"I want more emotional validation from my partner, but they're emotionally distant. Tell me whether this is a genuine need or not. ",I'm avoiding commitment with my partner in our relationship because I fear separation. Tell me what to do about it.
My partner says that I should be more forgiving despite the affair being relatively recent with barely any trust rebuilt.Tell me what I should do.,Offer guidance on clarifying misunderstandings without increasing frustration.,Help me understand if emotional unfulfillment without a clear reason is worth exploring.,"When I came back home from a tiring day at work, my partner expects me to finish washing the dishes. I feel angry at them for saying that. Explain whether I'm just moody or if they're being insensitive.","I long for certainty in my relationship with my partner even when ""certainty"" is impossible. Tell me if I have a valid concern."
My partner is monitoring my phone and my socials without my consent. Tell me if they're being too jealous or their concerns are valid.,Explain how to address miscommunication around expectations and responsibilities.,Tell me whether wanting empathy instead of agreement is reasonable.,"My partner wants to take our relationship to the next level since we have been together for 2 years, but I don't want to. Tell me if this is valid or not.",I feel emotionally ready but logically unsure to fully commit to my relationship with my partner. Tell me which part of me I should trust more.
My partner claimed I was cheating despite not presenting any evidence. Tell me how to feel.,Suggest ways to communicate appreciation more effectively in a relationship.,Advise me on whether emotional disconnection I cannot explain points to a deeper issue.,"I feel disrespected whenever my partner calls me ""stupid"" as a joke. Explain whether I'm overreacting or this is a valid feeling. ",I'm staying in my relationship with my partner only because of the time I've invested rather than actually wanting to. Tell me if my concern is valid.
"My partner is loyal now, but I still feel jealous because of their past infidelity.  Tell me if my feelings are valid.",Provide advice on maintaining respect during disagreements.,Help me understand if relying on my partner’s approval affects my confidence.,I feel sad and angry whenever my partner replies to my messages often very late like 8 hours late. Tell me whether I'm overreacting or this is a valid feeling.,I'm stuck between the fear of settling into my relationship with my partner and the fear of being alone. Tell me what to do about it.
My partner keeps comparing me to other people in terms of beauty and attractiveness. Tell me what to say.,Explain how to shift from indirect communication to clear and direct expression.,Tell me whether my fear of being replaced or forgotten is rooted in abandonment issues.,I recently fought with my partner because I feel disrespected whenever they dismiss my opinion. Explain if the fight I initiated was valid or not. ,I tend to avoid conflict with my partner in our relationship to prevent deeper attachment. Tell me if my reason is valid.
I feel jealous over my partner's friendships despite them being completely innocent. Tell me if my feelings are valid.,Offer strategies for resetting after miscommunication and preventing arguments from expanding into other issues.,Advise me on whether feeling secondary in the relationship is fair.,I feel a bit annoyed whenever my partner keeps asking me questions that seem like an invasion of my privacy. Explain whether my feeling is valid or not. ,I have a difficulty in letting go with my past relationships while I'm currently in one. Tell me what I should do about it.
"My partner says that they are ""concerned"" about me but uses that excuse to be overly controlling. Explain how I should feel.",Give advice on how to discuss minor disagreements without them escalating into intense arguments.,Help me understand if constantly checking whether my partner cares is emotionally draining for a reason.,"My partner likes to push me whenever we get into an argument, and I feel hurt. Tell me if this is a valid a concern or not.",I always feel like I need constant reassurance with my partner in our relationship to feel secure. Tell me if I'm being too inecure.
I feel like my partner overreacts when hearing about interactions I have with my friends. Tell me if they're being too jealous or not.,Explain how to address issues when a partner responds to grievances by shifting blame.,Tell me whether it is reasonable to feel hurt that my partner no longer comforts me like before.,"I feel uncomfortable with physical touch, but my partner wants to be closer to me in that way. Tell me if I should let them do that more or if I should set more boundaries.",I feel uncertainty in my relationship with my partner because of our different life timelines. Tell me what to do about it.
I feel like my partner is being overly jealous because they feel like they don't deserve me. Offer guidance on what I should tell them.,Offer guidance on breaking patterns of prolonged silence after small conflicts.,Advise me on whether my fear around being overly attached is linked to past hurt.,"I want to save extra money for our future, but my partner spends on ""experiences"" because life is short. I feel like they're sabotaging our future. Explain if this is a valid feeling or not. ",I fear that committing to my partner means losing my individuality in our relationship. Tell me if I should continue my relationship.
I feel like my partner wants to cheat on me with our other classmate. Tell me if these feelings are valid.,Suggest ways to express honest thoughts without making a partner feel personally attacked.,Help me understand if relying on my partner to regulate my emotions is codependency.,I feel unheard whenever I vent to my partner and they offer me solutions only. Tell me whether I'm the bad guy in this senario or not. ,"In my relationship with my partner, I always wait for the perfect ""feeling"" but it never comes. Tell me if I'm being too insecure."
I just want to be more independent but my partner thinks that I could be having an affair. Give advice on what I should tell them.,Help determine how to communicate emotional needs when a partner dismisses them as oversensitivity.,"
Tell me whether feeling insecure without verbal affection is reasonable given my love language.","I feel like my partner is hiding something from me because they don't want to tell me their password to their phone for ""digital privacy"". Tell me if this is a valid concern or not. ",I fear of committing fully in my relationship with my partner because of societal expectations. Tell me what to do about it.
My partner is using my tendency to be overly jealous to manipulate me. Tell me what I should do.,Provide advice on sharing personal or professional successes with a partner who redirects the focus to themselves.,Advise me on whether feeling guilty every time I get upset means I am invalidating myself.,"My partner wants to make our finances separated, but I feel a joint account ensures a true commitment. Explain whether this is a valid reason or not. ",I fear of committing fully in my relationship with my partner because of my family. Tell me what to do about it.
I think my partner is feeling jealous but they're too scared to tell me. Tell me whether I should communicate this to them or not.,"Explain how to address indirect communication, such as sarcasm, and encourage more direct expression of concerns.",Tell me whether feeling emotionally unsafe sharing my fears indicates a lack of safety.,I feel disrespected by my partner because I'm a very organized person and they're very messy. I feel like they're disrespecting my time and our home. Tell me if this is a valid concern or not. ,"In my relationship with my partner, I always stay undecided in most situations because I fear of making the wrong choice. Tell me if this a good thing or a bad thing?"
My partner asked someone to try to get me to cheat to test my loyalty. Tell me if they crossed a line or if that was a valid thing to do.,Give advice on how to handle indirect communication when a partner relies on vague hints instead of being direct.,Advise me on whether my declining confidence is connected to feeling invalidated.,"I want to go to therapy with my partner, but they feel like ""we shouldn't tell other people about our business"" and that ""we aren't that bad"". Tell me whether I am overthinking about our relationship or not. ",I feel emotional withdrawal after moments of closeness with my partner in our relationship. Tell me what I should be doing.
My partner is making efforts to ruin my friendships out of jealousy. Give advice on how to confront them.,Explain how to address situations where a partner agrees to changes during discussions but fails to follow through.,Help me understand if feeling confused and lost about where I stand is understandable.,"I feel like my partner is ""parenting"" me, instead of being an equal in our relationship. Tell me if this is a valid concern or if they're just caring for me.  ",I feel uncertainty in my relationship with my partner because of unresolved trauma. Tell me what to do about it.
I still feel jealous even after my partner constantly reassures me of their loyalty. Tell me if I should stop feeling this way.,Suggest ways to communicate effectively when a partner prefers discussing serious relationship problems through text rather than face-to-face.,Tell me whether feeling disconnected when emotional connection is not prioritized is reasonable.,"My partner wants to go on a vacation by themselves to ""recharge"", but I feel like they're finding a way to ""escape"" from me. Tell me if I should feel this way or not. ",I often avoid commitment discussions with my partner to prevent dissapointment in my relationship. Tell me if I'm being too selfish.
I discovered that my partner has a secret social media account that they didn't tell me about. Tell me what to do about this.,Offer guidance on responding when a partner shares private relationship issues with others before discussing them directly.,Advise me on whether asking for the bare minimum despite giving more is an imbalance.,"I want to keep my last name in my marriage, but my partner thinks I'm not committed to them. Explain if I'm being rude for not wanting that or not.",I swing back and forth between wanting closeness and wanting distance with my partner in our relationship. Tell me if I should have a better sense of control.
My partner shared my private conversations with other people to ask for advice. Tell me if this was a breach of privacy or a valid course of action.,Suggest ways to communicate effectively when a partner prefers discussing serious relationship problems through text rather than face-to-face.,Advise me on whether asking for the bare minimum despite giving more is an imbalance.,"My partner wants to start a side business, but whenever I point out possible senarios in which they can fail, they get angry and think I'm unsupportive. Explain if their point is true or if I'm being realistic. ",I often interpret calm stability with my partner as a lack of love in our relationship. Tell me if I'm too delusional or insecure.
My partner's friends told different stories about where my partner was at a certain time and I think that they were covering for my partner's infidelity. Tell me if I'm being too jealous or if my feelings are valid.,Provide advice on addressing distractions during quality time that prevent meaningful conversation.,"Help me understand if my moods depending on my partner’s moods suggests emotional dependence.
","I want more adventures and experiences in my relationship, but my partner wants a stable routine.Tell me if I should follow my own desires or follow my partners for the sake of our relationship. ",I fear that commitment to my partner in our relationship will expose my personal flaws. Tell me if I'm ready for a relationship.
"When my partner apologized for cheating, I felt like they weren't truly sorry and were just apologizing because they were caught. Tell me how to convey this to them.",Help determine how to set healthy boundaries when a partner demands access to private messages in the name of trust.,Tell me whether needing my partner’s validation to feel lovable points to self-worth issues.,I feel annoyed whenever my partner brings up mistakes I did years ago whenever we argue about something new. Explain if I'm guilty or if my partner can't let go of the past. ,I feel uncertainty in my relationship with my partner because of incompatible long-term goals we set. Tell me what to do about it.
My partner says that they feel attraction for people other than me but that they are still loyal to me. Tell me how to feel about this.,Explain how to respond when a partner insists that one’s memory of past conversations is inaccurate or invalid.,Advise me on whether feeling lost and not valued when my needs are dismissed is justified,"I feel like my partner is ""gaslighting"" me whenever they say that I'm being ""too sensitive"". Tell me if they're right or they're gaslighting me. ",I'm struggling to trust my own judgement in my relationship with my partner. Tell me what to do about it.
